,Alexandre’s Bar,Amarelim do Prado,Andrade’s Beer,Arcos Bar,Armazém Santa Amélia,Avalanche Espeteria,Azougue Fogo e Bar,Baiuca,Bar Bambú,Bar Bendita Baderna,Bar da Cíntia,Bar da Fia,Bar da Lu,Bar da Silvânia,Bar do Bartolomeu,Bar do Bem,Bar do Kim,Bar do Nelson,Bar do Primo,Bar do Regis,Bar do Romeu,Bar dos Meninos,Bar Du Du,Bar e Restaurante Bom Sabor,Bar e Restaurante do Joãozinho,Bar Estabelecimento,Bar Junto Juntinho,Bar Mania Mineira,Bar Pompéu,Bar Stella,Bar Temático Sta. Teresa,Barrigudinha Buteco,Barzim dos amigos,Bazin Bar,Beco Restaurante,Benjamin Bar,Boteco 86,Botequim Buritis,Botequim de Lourdes,Buteco do Lili,Buteco do Rod,Buteco Tô D’Boa,Buteco’s Bar,Butiquim On Cê Tá?,Café Bahia,Café Palhares,Camisola Bar,Canela Amarela,Cantina Arte Quintal,Cantinho da Baiana,Casa da Madrinha,Cervejaria Pajé,Chapa Mágica,Choperia América Norte Sul,Chopp da Esquina,Companhia do Dino,Conectados Bar,COSMOS,Deck Boi na Brasa,Dona Dora,Dona Ju Gastro Bar,Dona Suica,Ember BBQ,Espetinho do Boi,Espetinhos do Paulão,Espettinho.com,Fogão de Minas,Garagge Vintage,Geraldin da Cida,Golden Grill,Iracema Bar,Ivo Grill,Já To Inno,Juzé Bar,Köbes Emporium Bar,Koqueiros Bar,Lá Ele Bar,Leo da Quadra,Locomotiva’s Bar,Magnífico Quintal,Magrelo’s Bar,Mamute Bar,Marina’s Bar,Mineiros Beer,Mulão,Nosso Spetim,O Fino do Alho,Oratório Bar,Parada 10.95 Bar,Parada do Sabor,Pé de Cana,Pé de Goiaba,Planeta Lúpulo,PoiZé Bar e Petisqueira,Prado Beer,Prosa Boa,Quinteiro Bar e Restaurante,Quioxque Botequim Carioca,Quitandas da Tia Nice Bar,Rancho do Manoel,Recanto Vovó Tela,Regis Bar,Rei do Peixe,Resenha da Naty,Restaurante Jorge Americano,S.O.S PUB,Santa Boemia,Santuário Retrô,Seu Braz,Silvio’s Bar,Sinhá Erozitha Bistrôteco,Sô Bar,Spetim,Tanganica Art Bar,The Butcher,Toca do Ogro,Toninho – Alto Forno,Tropeiro do Lisboa,Us Motoca,Xambar,Xico da Kafua,Xico do Churrasco,Zé Bolacha,Zoo Bar
Parada do Sabor,9.3,39.14,35.25,35.71,30.18,18.21,42.59,40.11,50.0,36.9,23.17,19.98,24.33,59.82,78.98,53.97,56.44,32.49,43.23,48.3,21.35,50.55,35.04,41.75,66.21,42.12,42.37,35.19,20.06,17.0,33.44,37.55,49.87,5.71,30.77,36.79,44.03,67.48,35.48,5.69,21.46,20.42,17.91,22.51,31.37,31.37,37.03,47.7,28.1,33.79,37.15,59.39,21.3,62.69,44.9,23.11,42.37,31.66,19.04,31.37,45.74,18.78,42.12,66.21,33.89,67.8,6.88,0.0,46.21,75.31,33.44,32.15,36.79,17.91,36.53,36.04,7.1,70.19,32.49,30.18,31.78,38.16,35.25,24.21,30.43,17.66,17.66,31.67,37.55,0.0,34.95,46.92,30.28,34.95,35.09,0.0,29.5,59.72,30.8,20.81,28.83,29.93,21.96,32.74,26.15,53.86,29.94,29.93,20.15,33.49,30.8,24.44,35.28,38.57,38.57,35.82,26.15,26.36,48.86,26.15,39.32,24.44,8.25,22.98
Pé de Cana,40.37,13.76,8.74,6.98,61.25,49.28,0.0,3.5,44.25,24.22,54.24,51.05,55.4,44.45,71.01,37.75,57.55,35.52,36.46,33.86,52.42,44.8,15.78,32.65,50.47,2.63,15.4,12.72,47.07,48.07,11.95,48.05,31.93,32.67,8.79,39.29,38.29,32.07,13.43,32.86,37.12,51.49,48.98,53.58,9.41,9.41,21.78,15.45,37.99,36.82,13.13,48.4,52.36,47.32,31.14,46.08,15.4,33.21,46.92,9.41,66.2,49.85,2.63,50.47,10.57,32.39,37.95,34.95,20.17,67.34,11.95,10.19,39.29,48.98,17.44,20.5,38.17,62.22,35.52,61.25,45.46,4.7,8.74,48.58,39.38,48.73,48.73,11.01,48.05,34.95,0.0,55.07,60.2,0.0,16.78,42.59,18.62,52.77,20.15,51.77,64.68,12.25,52.47,40.41,11.34,70.27,18.41,12.25,50.67,14.39,20.15,54.35,23.99,30.41,30.41,34.68,11.34,56.88,64.89,11.34,66.45,54.35,43.43,52.9
Pé de Goiaba,52.35,21.81,28.79,33.89,56.93,61.25,55.07,55.91,23.39,51.17,66.22,63.03,67.38,16.51,36.61,10.69,7.86,63.63,0.0,5.92,64.39,23.94,43.62,8.72,23.83,54.66,18.89,23.58,61.51,60.04,33.43,27.18,7.49,44.64,38.21,17.71,16.71,25.11,26.86,44.83,31.81,63.47,60.96,65.56,32.11,32.11,68.16,25.81,32.68,64.93,24.62,20.47,64.34,19.39,2.1,60.52,18.89,62.8,45.16,32.11,76.87,61.82,54.66,23.83,33.88,25.42,50.23,46.92,21.37,32.94,33.43,32.89,17.71,60.96,42.67,44.62,50.15,27.81,63.63,56.93,33.32,57.7,28.79,43.28,34.07,60.71,60.71,39.11,27.18,46.92,55.07,0.0,51.1,36.46,21.2,43.23,40.01,32.73,41.31,59.03,71.95,30.08,56.05,27.48,30.77,24.28,40.45,30.08,54.24,40.66,41.31,46.39,58.51,8.15,8.15,59.05,30.77,60.46,19.28,30.77,12.25,46.39,41.07,43.79
Planeta Lúpulo,25.94,52.82,49.85,58.1,0.0,17.71,60.2,58.26,40.6,62.0,21.55,14.22,25.93,67.69,86.85,61.83,64.31,57.58,51.1,56.16,25.63,40.07,57.42,49.62,74.08,59.78,49.28,53.74,26.6,23.11,48.05,36.95,57.73,34.34,53.15,39.49,40.89,75.35,54.02,34.52,27.44,10.2,12.93,29.04,53.75,53.75,62.12,54.61,27.5,58.89,51.98,65.4,26.66,67.55,52.77,29.64,49.28,56.76,13.27,53.75,70.83,21.07,59.78,74.08,48.5,75.66,27.93,30.28,53.13,83.18,48.05,54.54,39.49,12.93,55.81,58.42,27.15,78.06,57.58,0.0,31.18,60.54,49.85,18.45,29.82,13.18,13.18,54.05,36.95,30.28,60.2,51.1,0.0,61.25,49.49,30.18,55.8,69.72,57.11,26.83,22.78,49.94,21.09,28.87,50.63,59.89,56.24,49.94,14.68,59.8,57.11,18.79,61.59,48.58,48.58,62.13,50.63,21.56,64.91,50.63,49.33,18.79,28.14,10.77
PoiZé Bar e Petisqueira,40.37,13.76,8.74,6.98,61.25,49.28,0.0,3.5,44.25,24.22,54.24,51.05,55.4,44.45,71.01,37.75,57.55,35.52,36.46,33.86,52.42,44.8,15.78,32.65,50.47,2.63,15.4,12.72,47.07,48.07,11.95,48.05,31.93,32.67,8.79,39.29,38.29,32.07,13.43,32.86,37.12,51.49,48.98,53.58,9.41,9.41,21.78,15.45,37.99,36.82,13.13,48.4,52.36,47.32,31.14,46.08,15.4,33.21,46.92,9.41,66.2,49.85,2.63,50.47,10.57,32.39,37.95,34.95,20.17,67.34,11.95,10.19,39.29,48.98,17.44,20.5,38.17,62.22,35.52,61.25,45.46,4.7,8.74,48.58,39.38,48.73,48.73,11.01,48.05,34.95,0.0,36.46,61.25,0.0,16.78,42.59,18.62,52.77,20.15,51.77,64.68,12.25,52.47,40.41,11.34,70.27,18.41,12.25,50.67,14.39,20.15,54.35,23.99,30.41,30.41,34.68,11.34,56.88,64.89,11.34,66.45,54.35,43.43,52.9
Prado Beer,40.52,4.13,10.28,15.38,49.49,49.42,16.78,14.84,29.03,31.44,54.39,51.2,55.55,32.19,54.02,22.52,31.45,35.37,21.2,26.23,52.56,29.58,23.89,17.39,41.25,16.37,0.0,5.07,46.9,48.21,11.5,32.83,21.0,32.81,13.23,24.07,23.07,25.98,8.34,33.0,24.37,51.64,49.13,53.73,13.6,13.6,25.26,8.41,25.24,36.67,6.11,46.31,52.51,36.59,22.87,45.9,0.0,34.54,37.72,13.6,62.88,49.99,16.37,41.25,10.12,26.29,38.1,35.09,6.93,50.35,11.5,14.38,24.07,49.13,22.94,24.89,38.32,45.23,35.37,49.49,32.71,15.95,10.28,35.84,26.63,48.88,48.88,15.2,32.83,35.09,16.78,21.2,49.49,16.78,0.0,42.37,23.28,36.3,24.58,49.85,62.77,9.39,55.19,25.66,10.16,34.8,23.72,9.39,53.38,20.45,24.58,36.39,27.7,14.0,14.0,35.05,10.16,59.59,29.8,10.16,26.19,36.39,40.2,41.97
Prosa Boa,9.3,39.14,35.25,35.71,30.18,18.21,42.59,40.11,50.0,36.9,23.17,19.98,24.33,59.82,78.98,53.97,56.44,32.49,43.23,48.3,21.35,50.55,35.04,41.75,66.21,42.12,42.37,35.19,20.06,17.0,33.44,37.55,49.87,5.71,30.77,36.79,44.03,67.48,35.48,5.69,21.46,20.42,17.91,22.51,31.37,31.37,37.03,47.7,28.1,33.79,37.15,59.39,21.3,62.69,44.9,23.11,42.37,31.66,19.04,31.37,45.74,18.78,42.12,66.21,33.89,67.8,6.88,0.0,46.21,75.31,33.44,32.15,36.79,17.91,36.53,36.04,7.1,70.19,32.49,30.18,31.78,38.16,35.25,24.21,30.43,17.66,17.66,31.67,37.55,0.0,42.59,43.23,30.18,42.59,42.37,0.0,29.5,59.72,30.8,20.81,28.83,29.93,21.96,32.74,26.15,53.86,29.94,29.93,20.15,33.49,30.8,24.44,35.28,38.57,38.57,35.82,26.15,26.36,48.86,26.15,39.32,24.44,8.25,22.98
Quinteiro Bar e Restaurante,33.27,21.56,15.2,11.75,55.8,43.83,18.62,17.52,47.84,5.68,45.43,45.6,44.3,51.0,72.83,41.33,50.26,18.77,40.01,49.76,36.88,48.39,4.21,36.2,60.06,20.65,23.28,17.61,31.55,36.8,13.39,42.34,51.33,27.22,10.33,33.41,41.88,68.94,17.89,27.41,36.99,46.04,43.53,43.1,10.93,10.93,1.82,25.8,37.86,20.07,19.56,65.12,35.36,55.4,41.68,30.56,23.28,17.94,46.79,10.93,47.53,44.4,20.65,60.06,13.84,69.26,31.03,29.5,30.76,69.16,13.39,11.71,33.41,43.53,2.87,2.26,32.72,64.04,18.77,55.8,45.33,15.39,15.2,48.46,39.25,43.28,43.28,11.23,42.34,29.5,18.62,40.01,55.8,18.62,23.28,29.5,0.0,76.77,1.96,34.1,47.01,12.29,47.51,40.68,11.39,54.55,1.92,12.29,42.71,4.6,1.96,55.72,6.2,33.75,33.75,17.31,11.39,45.03,49.55,11.39,45.94,55.72,38.25,54.26
Quioxque Botequim Carioca,65.14,39.23,46.2,57.94,69.72,74.05,52.77,53.61,36.18,80.83,79.01,75.82,80.17,29.86,18.4,23.48,15.81,76.42,32.73,17.9,77.19,36.73,77.18,31.25,5.43,52.36,36.3,41.0,74.31,72.83,50.84,39.98,19.36,57.44,72.91,30.5,29.51,22.8,44.27,57.62,44.61,76.26,73.75,78.35,60.37,60.37,80.96,34.32,45.47,77.72,42.04,33.82,77.13,32.74,23.4,73.31,36.3,75.59,57.96,60.37,89.66,74.62,52.36,5.43,51.3,23.12,63.02,59.72,31.12,13.56,50.84,61.15,30.5,73.75,80.46,82.7,62.94,13.98,76.42,69.72,46.12,55.39,46.2,56.07,46.87,73.5,73.5,73.81,39.98,59.72,52.77,32.73,69.72,52.77,36.3,59.72,76.77,0.0,60.44,81.09,94.01,43.7,78.11,49.54,44.47,38.11,59.58,43.7,76.3,58.81,60.44,60.27,80.57,30.18,30.18,81.11,44.47,82.52,32.73,44.47,34.29,60.27,63.13,65.85
Quitandas da Tia Nice Bar,34.01,22.86,16.5,13.05,57.11,45.13,20.15,19.04,49.14,6.17,46.16,46.9,45.03,52.3,74.14,42.64,51.56,16.8,41.31,51.06,37.61,49.69,4.81,37.5,61.36,22.17,24.58,18.91,32.28,37.53,14.69,43.64,52.63,28.52,11.63,34.71,43.18,70.25,19.19,28.71,38.3,47.35,44.83,43.83,12.23,12.23,2.08,27.1,39.16,18.1,20.86,66.42,36.1,56.7,42.99,31.29,24.58,15.97,48.09,12.23,48.26,47.05,22.17,61.36,15.15,70.56,31.77,30.8,32.06,70.46,14.69,13.01,34.71,44.83,4.17,0.0,34.02,65.34,16.8,57.11,46.64,18.12,16.5,49.76,40.56,44.59,44.59,12.53,43.64,30.8,20.15,41.31,57.11,20.15,24.58,30.8,1.96,60.44,0.0,34.5,47.41,13.7,47.91,55.7,12.8,55.96,3.78,13.7,44.12,5.03,0.0,61.65,4.99,35.16,35.16,17.15,12.8,45.43,50.96,12.8,62.31,61.65,39.66,60.19
Rancho do Manoel,12.3,48.13,41.78,44.9,26.83,13.57,51.77,50.18,65.8,32.62,19.67,16.78,18.55,75.62,94.78,69.77,72.24,28.21,59.03,64.1,6.22,66.35,37.55,57.55,82.01,51.71,49.85,44.18,0.0,5.8,39.97,58.89,65.67,20.69,39.95,52.59,59.83,83.28,44.46,20.88,52.29,20.04,15.01,12.03,40.55,40.55,32.75,52.37,53.15,29.52,46.13,75.19,5.57,78.49,60.7,3.44,49.85,27.38,35.66,40.55,45.32,14.77,51.71,82.01,40.42,83.6,14.28,20.81,57.33,91.11,39.97,41.33,52.59,15.01,32.26,34.5,13.5,85.99,28.21,26.83,44.14,47.34,41.78,40.83,54.55,14.77,14.77,40.85,58.89,20.81,51.77,59.03,26.83,51.77,49.85,20.81,34.1,81.09,34.5,0.0,18.17,41.73,13.93,47.31,42.42,68.45,31.87,41.73,12.29,36.32,32.28,37.72,28.66,53.16,53.16,30.13,42.42,15.7,63.45,42.42,53.91,37.72,22.74,29.47
Recanto Vovó Tela,20.32,61.05,54.69,57.81,22.78,10.41,64.68,63.1,78.71,45.54,3.18,11.18,4.91,88.54,107.7,82.68,85.16,41.13,71.95,77.01,14.45,79.26,50.47,70.47,94.93,64.62,62.77,57.1,18.17,15.32,52.88,71.81,78.58,28.72,52.87,65.5,72.75,96.2,57.38,28.9,65.2,19.77,12.95,23.51,53.47,53.47,45.67,65.29,66.07,42.43,59.05,88.1,14.39,91.41,73.62,24.83,62.77,40.3,37.51,53.47,58.23,8.5,64.62,94.93,53.34,96.51,22.31,28.83,70.25,104.03,52.88,54.25,65.5,12.95,45.17,47.41,21.53,98.91,41.13,22.78,52.17,60.26,54.69,42.68,67.46,13.19,13.19,53.77,71.81,28.83,64.68,71.95,22.78,64.68,62.77,28.83,47.01,94.01,47.41,18.17,0.0,54.28,7.96,57.1,50.51,78.21,47.38,54.28,15.07,51.82,47.79,38.97,44.16,62.93,62.93,45.64,50.51,3.18,73.21,50.51,63.68,38.97,30.9,29.68
Regis Bar,35.35,7.75,0.0,10.14,49.94,44.26,12.25,10.31,37.91,26.27,49.22,46.03,50.38,41.07,57.39,31.4,34.82,30.2,30.08,27.85,47.4,38.46,12.7,26.26,44.62,11.83,9.39,3.8,41.73,43.05,3.21,33.73,25.92,27.65,5.37,24.8,31.94,32.48,4.08,27.84,28.38,46.47,43.96,48.56,5.73,5.73,20.09,11.99,29.25,31.5,5.87,55.18,47.34,45.47,31.75,40.74,9.39,29.37,38.18,5.73,57.71,44.83,11.83,44.62,1.83,32.79,32.93,29.93,14.16,53.72,3.21,6.52,24.8,43.96,17.78,13.7,33.15,48.6,30.2,49.94,36.72,9.39,0.0,39.85,30.64,43.71,43.71,6.77,33.73,29.93,12.25,30.08,49.94,12.25,9.39,29.93,12.29,43.7,13.7,41.73,54.28,0.0,42.68,30.07,0.77,46.58,15.64,0.0,40.87,11.06,16.5,44.01,19.63,25.78,25.78,26.97,0.77,47.08,41.58,0.77,37.97,44.01,33.09,42.55
Rei do Peixe,13.45,49.03,42.68,45.6,21.09,5.4,52.47,50.0,62.82,46.04,4.96,9.03,6.12,72.64,91.8,66.79,69.26,41.63,56.05,61.12,11.2,63.37,44.92,54.58,79.03,52.01,55.19,45.08,13.93,8.45,40.87,55.91,62.69,21.84,40.66,49.61,56.85,80.3,45.36,22.03,49.31,13.24,8.64,16.63,41.26,41.26,46.17,60.51,50.17,42.93,47.03,72.21,10.11,75.51,57.72,16.04,55.19,40.8,30.98,41.26,58.33,0.0,52.01,79.03,41.32,80.62,15.43,21.96,59.03,88.13,40.87,42.04,49.61,8.64,45.67,47.91,14.65,83.01,41.63,21.09,45.29,48.05,42.68,36.16,51.57,8.88,8.88,41.56,55.91,21.96,52.47,56.05,21.09,52.47,55.19,21.96,47.51,78.11,47.91,13.93,7.96,42.68,0.0,47.64,41.05,68.76,44.84,44.83,11.6,48.39,47.05,36.43,43.42,53.47,53.47,50.72,41.05,6.03,63.76,41.05,54.22,36.43,21.45,29.38
Resenha da Naty,38.17,29.21,30.07,50.86,28.87,47.08,40.41,38.47,14.92,53.83,52.04,37.85,53.2,44.07,63.24,38.22,40.7,49.42,27.48,32.55,50.21,14.38,50.18,26.01,50.46,39.99,25.66,30.35,47.31,45.86,28.26,11.27,34.12,30.47,34.56,13.8,15.21,51.74,30.75,30.65,5.63,32.44,35.9,51.38,33.68,33.68,53.95,30.99,0.0,50.72,28.37,32.77,50.16,46.95,29.15,46.31,25.66,48.59,17.1,33.68,62.66,47.64,39.99,50.46,28.71,52.05,36.02,32.74,29.51,59.57,28.26,34.46,13.8,35.9,37.35,55.7,35.97,54.44,49.42,28.87,11.14,37.56,30.07,13.26,4.14,37.45,37.45,35.46,11.27,32.74,40.41,27.48,28.87,40.41,25.66,32.74,40.68,49.54,55.7,47.31,57.1,30.07,47.64,0.0,29.94,39.62,38.3,29.25,37.73,38.51,39.16,11.67,52.64,24.33,24.33,53.17,29.94,54.58,34.62,29.94,25.08,11.67,25.45,20.2
Restaurante Jorge Americano,31.58,8.52,0.77,9.23,50.63,40.49,11.34,9.4,38.6,26.96,45.45,42.26,46.61,41.76,58.16,32.09,35.59,30.89,30.77,28.62,43.62,39.15,11.79,26.95,45.39,10.92,10.16,4.57,42.42,39.27,3.9,34.42,26.69,23.88,4.46,25.49,32.63,33.46,4.85,24.06,29.07,42.7,40.19,44.79,4.83,4.83,13.12,12.76,29.94,32.19,6.64,55.87,43.57,46.16,32.44,41.42,10.16,30.06,38.87,4.83,57.4,41.05,10.92,45.39,2.51,33.78,29.16,26.15,14.93,54.49,3.9,5.61,25.49,40.19,10.77,12.8,29.38,49.37,30.89,50.63,37.41,8.49,0.77,40.53,31.33,39.94,39.94,5.86,34.42,26.15,11.34,30.77,50.63,11.34,10.16,26.15,11.39,44.47,12.8,42.42,50.51,0.77,41.05,29.94,0.0,43.76,12.25,4.15,40.09,10.29,13.59,45.44,19.04,22.96,22.96,26.39,0.0,46.31,38.75,0.0,35.15,45.44,34.51,43.98
S.O.S PUB,59.29,41.33,46.58,55.63,59.89,68.19,70.27,71.11,18.02,62.5,73.15,69.96,74.31,5.38,39.19,16.65,18.41,70.56,24.28,21.12,71.33,18.57,54.96,22.8,30.23,69.85,34.8,39.49,68.45,66.98,44.77,19.24,22.69,51.58,49.55,24.62,23.62,40.3,45.59,51.77,38.75,70.41,67.89,72.49,50.15,50.15,56.33,43.11,39.62,71.87,40.53,0.0,71.28,6.14,20.64,67.45,34.8,69.73,48.12,50.15,83.81,68.76,69.85,30.23,45.22,40.62,57.17,53.86,41.63,35.52,44.77,50.93,24.62,67.89,54.01,55.96,57.08,29.75,70.56,59.89,27.02,72.89,46.58,41.33,29.85,67.65,67.65,50.45,19.24,53.86,70.27,24.28,59.89,70.27,34.8,53.86,54.55,38.11,55.96,68.45,78.21,46.58,68.76,39.62,43.76,0.0,65.56,55.18,70.4,65.76,66.42,44.25,69.54,23.69,23.69,75.2,55.87,76.61,5.81,55.87,25.09,44.25,57.22,58.1
Santa Boemia,33.59,22.0,15.64,11.71,56.24,44.27,18.41,17.3,48.28,9.4,45.75,46.04,44.62,51.44,73.27,41.77,50.7,20.03,40.45,50.2,37.2,48.83,3.82,36.64,60.5,20.43,23.72,18.05,31.87,37.12,13.83,42.78,51.77,27.66,10.29,33.85,42.32,69.38,18.33,27.85,37.44,46.48,43.97,43.42,10.89,10.89,3.56,26.24,38.3,21.34,20.0,65.56,35.69,55.84,42.12,30.88,23.72,19.21,47.23,10.89,47.85,44.84,20.43,60.5,14.28,69.7,31.36,29.94,31.2,69.6,13.83,11.67,33.85,43.97,3.31,3.78,33.16,64.48,20.03,56.24,45.78,14.56,15.64,48.9,39.69,43.72,43.72,11.19,42.78,29.94,18.41,40.45,56.24,18.41,23.72,29.94,1.92,59.58,3.78,31.87,47.38,15.64,44.84,38.3,12.25,65.56,0.0,10.46,40.88,5.67,3.89,53.89,9.58,31.92,31.92,17.49,9.56,45.21,47.72,9.56,44.11,53.89,36.42,52.43
Santuário Retrô,35.35,7.75,0.0,10.14,49.94,44.26,12.25,10.31,37.91,26.27,49.22,46.03,50.38,41.07,57.39,31.4,34.82,30.2,30.08,27.85,47.4,38.46,12.7,26.26,44.62,11.83,9.39,3.8,41.73,43.05,3.21,33.73,25.92,27.65,5.37,24.8,31.94,32.48,4.08,27.84,28.38,46.47,43.96,48.56,5.73,5.73,20.09,11.99,29.25,31.5,5.87,55.18,47.34,45.47,31.75,40.74,9.39,29.37,38.18,5.73,57.71,44.83,11.83,44.62,1.83,32.79,32.93,29.93,14.16,53.72,3.21,6.52,24.8,43.96,17.78,13.7,33.15,48.6,30.2,49.94,36.72,9.39,0.0,39.85,30.64,43.71,43.71,6.77,33.73,29.93,12.25,30.08,49.94,12.25,9.39,29.93,12.29,43.7,13.7,41.73,54.28,0.0,44.83,29.25,4.15,55.18,10.46,0.0,40.87,11.06,16.5,44.01,19.63,25.78,25.78,26.97,0.77,47.08,41.58,0.77,37.97,44.01,33.09,42.55
Seu Braz,11.64,47.22,40.87,43.79,14.68,7.26,50.67,48.19,61.01,47.69,16.0,4.61,17.16,70.83,90.0,64.98,67.45,43.28,54.24,59.31,12.96,61.56,43.11,52.77,77.22,50.2,53.38,43.27,12.29,10.21,39.06,47.18,60.88,20.03,38.85,47.8,55.05,78.5,43.55,20.22,37.67,5.33,2.84,14.74,39.45,39.45,47.82,58.71,37.73,44.58,45.22,70.4,13.99,73.71,55.91,15.34,53.38,42.45,23.5,39.45,56.53,11.6,50.2,77.22,39.51,78.81,13.62,20.15,57.23,86.32,39.06,40.23,47.8,2.84,41.51,44.12,12.85,81.2,43.28,14.68,41.41,46.24,40.87,28.68,40.05,2.59,2.59,39.75,47.18,20.15,50.67,54.24,14.68,50.67,53.38,20.15,42.71,76.3,44.12,12.29,15.07,40.87,11.6,37.73,40.09,70.4,40.88,40.87,0.0,44.68,41.99,26.69,46.48,49.76,49.76,47.01,37.34,14.61,60.05,37.34,50.51,26.69,17.74,17.4
Silvio’s Bar,38.91,18.81,11.06,9.04,59.8,47.82,14.39,13.28,48.48,10.65,50.19,49.59,49.07,51.64,73.48,41.98,50.9,21.28,40.66,50.41,41.64,49.03,0.0,36.84,60.7,16.41,20.45,14.86,36.32,46.61,14.03,42.99,36.97,31.21,8.33,34.06,42.52,45.85,15.14,31.4,37.65,50.04,47.52,47.86,8.93,8.93,7.16,23.05,38.51,22.58,16.92,65.76,40.13,56.04,42.33,35.32,20.45,20.45,47.44,8.93,52.3,48.39,16.41,60.7,14.49,46.17,36.49,33.49,25.22,69.8,14.03,9.71,34.06,47.52,8.17,5.03,36.71,64.68,21.28,59.8,45.99,10.54,11.06,49.11,39.91,47.28,47.28,9.23,42.99,33.49,14.39,40.66,59.8,14.39,20.45,33.49,4.6,58.81,5.03,36.32,51.82,11.06,48.39,38.51,10.29,65.76,5.67,11.06,44.68,0.0,4.81,56.13,10.03,34.16,34.16,19.99,11.79,48.48,49.96,11.79,46.35,56.13,38.66,54.67
Sinhá Erozitha Bistrôteco,34.01,22.86,16.5,13.05,57.11,45.13,20.15,19.04,49.14,6.17,46.16,46.9,45.03,52.3,74.14,42.64,51.56,16.8,41.31,51.06,37.61,49.69,4.81,37.5,61.36,22.17,24.58,18.91,32.28,37.53,14.69,43.64,52.63,28.52,11.63,34.71,43.18,70.25,19.19,28.71,38.3,47.35,44.83,43.83,12.23,12.23,2.08,27.1,39.16,18.1,20.86,66.42,36.1,56.7,42.99,31.29,24.58,15.97,48.09,12.23,48.26,47.05,22.17,61.36,15.15,70.56,31.77,30.8,32.06,70.46,14.69,13.01,34.71,44.83,4.17,0.0,34.02,65.34,16.8,57.11,46.64,18.12,16.5,49.76,40.56,44.59,44.59,12.53,43.64,30.8,20.15,41.31,57.11,20.15,24.58,30.8,1.96,60.44,0.0,32.28,47.79,16.5,47.05,39.16,13.59,66.42,3.89,16.5,41.99,4.81,0.0,61.65,4.99,35.16,35.16,17.15,12.8,45.43,50.96,12.8,62.31,61.65,39.66,60.19
Sô Bar,29.12,39.93,44.01,56.81,18.79,31.27,54.35,52.42,22.62,59.78,40.82,27.77,41.98,42.31,73.96,47.29,51.42,55.37,46.39,43.28,39.0,22.09,56.13,44.91,61.19,53.94,36.39,47.89,37.72,34.65,42.2,18.97,44.84,26.91,51.86,22.72,24.12,62.46,48.18,27.37,12.32,22.37,25.82,40.16,52.46,52.46,59.91,41.72,11.67,56.67,39.1,44.25,38.95,46.4,48.06,40.76,36.39,54.54,7.03,52.46,68.61,36.43,53.94,61.19,42.65,62.77,26.7,24.44,40.24,70.29,42.2,53.25,22.72,25.82,59.41,61.65,26.92,65.17,55.37,18.79,11.17,51.5,44.01,0.0,13.05,27.38,27.38,52.76,18.97,24.44,54.35,46.39,18.79,54.35,36.39,24.44,55.72,60.27,61.65,37.72,38.97,44.01,36.43,11.67,45.44,44.25,53.89,44.01,26.69,56.13,61.65,0.0,59.02,45.41,45.41,59.55,40.53,40.06,46.35,40.53,35.68,0.0,21.56,11.15
Spetim,30.38,25.98,19.63,17.76,61.59,46.46,23.99,22.88,65.28,0.0,42.53,51.39,41.41,55.43,94.26,45.76,71.72,13.17,58.51,63.58,33.98,65.83,10.03,40.62,81.49,26.01,27.7,22.03,28.66,33.9,17.82,58.37,65.15,33.01,16.33,52.07,59.31,82.76,22.31,33.19,51.77,51.83,49.32,40.2,16.93,16.93,4.3,30.22,52.64,14.48,23.98,69.54,32.47,59.83,60.18,27.66,27.7,12.35,53.84,16.93,44.63,43.42,26.01,81.49,18.27,83.08,28.14,35.28,35.18,90.59,17.82,17.72,52.07,49.32,8.4,4.99,38.51,85.47,13.17,61.59,60.11,21.96,19.63,59.02,54.03,49.07,49.07,17.23,58.37,35.28,23.99,58.51,61.59,23.99,27.7,35.28,6.2,80.57,4.99,28.66,44.16,19.63,43.42,52.64,19.04,69.54,9.58,19.63,46.48,10.03,4.99,59.02,0.0,41.71,41.71,14.55,26.96,43.56,57.5,26.96,60.44,59.78,40.52,58.32
Tanganica Art Bar,44.0,20.53,25.78,34.84,48.58,52.91,30.41,28.47,14.3,41.71,57.87,54.68,59.03,25.13,43.88,15.46,21.33,45.64,8.15,13.19,56.04,14.85,34.16,6.67,31.1,29.99,14.0,18.69,53.16,51.69,23.97,18.09,14.76,36.3,28.75,9.33,8.33,32.38,24.79,36.48,23.46,55.12,52.61,57.21,29.35,29.35,35.53,22.31,24.33,46.94,19.74,23.69,55.99,25.83,9.82,52.17,14.0,44.81,36.81,29.35,68.52,53.47,29.99,31.1,24.42,32.69,41.88,38.57,20.83,40.2,23.97,30.14,9.33,52.61,33.21,35.16,41.8,35.08,45.64,48.58,26.0,29.57,25.78,45.41,25.72,52.36,52.36,29.65,18.09,38.57,30.41,8.15,48.58,30.41,14.0,38.57,33.75,30.18,35.16,53.16,62.93,25.78,53.47,24.33,22.96,23.69,31.92,25.78,49.76,34.16,35.16,45.41,41.71,0.0,0.0,52.92,25.34,54.33,18.05,25.34,8.51,42.65,34.94,37.66
