,Alexandre’s Bar,Amarelim do Prado,Andrade’s Beer,Arcos Bar,Armazém Santa Amélia,Avalanche Espeteria,Azougue Fogo e Bar,Baiuca,Bar Bambú,Bar Bendita Baderna,Bar da Cíntia,Bar da Fia,Bar da Lu,Bar da Silvânia,Bar do Bartolomeu,Bar do Bem,Bar do Kim,Bar do Nelson,Bar do Primo,Bar do Regis,Bar do Romeu,Bar dos Meninos,Bar Du Du,Bar e Restaurante Bom Sabor,Bar e Restaurante do Joãozinho,Bar Estabelecimento,Bar Junto Juntinho,Bar Mania Mineira,Bar Pompéu,Bar Stella,Bar Temático Sta. Teresa,Barrigudinha Buteco,Barzim dos amigos,Bazin Bar,Beco Restaurante,Benjamin Bar,Boteco 86,Botequim Buritis,Botequim de Lourdes,Buteco do Lili,Buteco do Rod,Buteco Tô D’Boa,Buteco’s Bar,Butiquim On Cê Tá?,Café Bahia,Café Palhares,Camisola Bar,Canela Amarela,Cantina Arte Quintal,Cantinho da Baiana,Casa da Madrinha,Cervejaria Pajé,Chapa Mágica,Choperia América Norte Sul,Chopp da Esquina,Companhia do Dino,Conectados Bar,COSMOS,Deck Boi na Brasa,Dona Dora,Dona Ju Gastro Bar,Dona Suica,Ember BBQ,Espetinho do Boi,Espetinhos do Paulão,Espettinho.com,Fogão de Minas,Garagge Vintage,Geraldin da Cida,Golden Grill,Iracema Bar,Ivo Grill,Já To Inno,Juzé Bar,Köbes Emporium Bar,Koqueiros Bar,Lá Ele Bar,Leo da Quadra,Locomotiva’s Bar,Magnífico Quintal,Magrelo’s Bar,Mamute Bar,Marina’s Bar,Mineiros Beer,Mulão,Nosso Spetim,O Fino do Alho,Oratório Bar,Parada 10.95 Bar,Parada do Sabor,Pé de Cana,Pé de Goiaba,Planeta Lúpulo,PoiZé Bar e Petisqueira,Prado Beer,Prosa Boa,Quinteiro Bar e Restaurante,Quioxque Botequim Carioca,Quitandas da Tia Nice Bar,Rancho do Manoel,Recanto Vovó Tela,Regis Bar,Rei do Peixe,Resenha da Naty,Restaurante Jorge Americano,S.O.S PUB,Santa Boemia,Santuário Retrô,Seu Braz,Silvio’s Bar,Sinhá Erozitha Bistrôteco,Sô Bar,Spetim,Tanganica Art Bar,The Butcher,Toca do Ogro,Toninho – Alto Forno,Tropeiro do Lisboa,Us Motoca,Xambar,Xico da Kafua,Xico do Churrasco,Zé Bolacha,Zoo Bar
Já To Inno,11.027,7.481,9.245,14.842,12.401,13.699,12.348,11.767,4.33,15.733,15.187,14.23,15.535,10.433,16.182,8.677,9.42,14.41,4.067,6.977,14.641,4.171,14.638,3.624,12.351,12.224,6.417,7.823,13.777,13.335,8.702,3.466,7.448,8.716,13.359,0.0,0.742,12.732,7.865,8.772,4.867,14.363,13.609,14.989,13.539,13.539,15.771,8.016,5.127,14.801,8.737,8.914,14.625,11.296,4.568,13.478,6.417,14.162,8.872,13.539,18.384,13.869,12.224,12.351,8.838,12.827,10.391,9.399,7.572,15.081,8.702,13.773,0.0,15.197,9.673,10.413,10.486,10.858,15.781,11.847,5.305,9.639,7.439,6.815,2.837,15.123,15.123,9.502,3.458,11.036,11.786,5.313,11.847,11.786,7.22,11.036,10.023,9.151,10.413,15.776,19.651,7.439,14.882,4.14,7.646,7.386,10.155,7.439,14.34,10.219,10.413,6.815,15.62,2.799,2.799,15.781,7.646,16.204,5.885,7.646,3.024,6.815,10.387,9.656
Juzé Bar,4.349,15.024,13.118,13.996,3.895,1.579,16.057,15.314,14.959,15.165,3.537,0.532,4.045,22.107,27.856,20.351,21.094,13.842,17.13,18.651,3.976,14.799,13.792,16.688,24.024,15.917,16.871,13.84,4.546,3.15,12.575,13.864,19.121,6.867,12.513,15.197,17.371,24.406,13.924,6.923,11.009,1.437,0.0,5.28,12.692,12.692,15.203,18.47,11.028,14.233,14.425,21.977,4.284,22.969,17.632,5.429,16.871,13.593,6.76,12.692,17.815,2.586,15.917,24.024,12.711,24.501,4.945,6.903,18.025,26.755,12.575,12.927,15.197,0.0,12.71,13.45,4.78,23.832,14.956,3.879,11.92,13.339,13.188,7.747,11.293,0.074,0.074,13.978,13.268,5.373,14.694,18.287,3.879,14.694,14.738,5.373,13.059,22.125,13.45,4.504,3.884,13.188,2.591,10.77,12.056,20.368,13.192,13.188,0.853,14.257,13.45,7.747,14.795,15.782,15.782,14.956,12.056,3.53,18.868,12.056,16.007,7.747,6.175,4.961
Köbes Emporium Bar,9.596,6.117,4.21,3.176,16.391,12.799,5.238,4.906,14.003,1.934,13.242,13.331,12.905,14.951,21.5,12.05,14.728,5.106,11.654,14.578,10.677,14.167,1.85,10.509,17.668,5.844,6.633,4.932,9.08,10.654,3.668,12.352,15.048,7.816,2.749,9.673,12.213,20.333,5.016,7.872,10.749,13.463,12.71,12.544,2.929,2.929,0.776,7.389,11.008,5.496,5.517,19.185,10.224,16.27,12.155,8.781,6.633,4.857,13.687,2.929,13.874,12.969,5.844,17.668,3.803,20.428,8.925,8.499,8.877,20.399,3.668,3.163,9.673,12.71,0.0,1.252,8.599,25.846,5.236,16.744,14.23,4.075,5.333,17.824,10.99,13.236,13.236,3.654,14.468,10.96,5.231,12.802,16.744,5.231,6.883,10.96,0.861,24.139,1.252,9.677,13.552,5.333,13.702,11.204,3.231,16.203,0.993,5.333,12.453,2.451,1.252,17.824,2.519,9.964,9.964,5.236,3.231,12.957,14.703,3.231,18.021,17.824,12.047,17.386
Koqueiros Bar,10.202,6.857,4.951,3.916,17.132,13.54,6.044,5.712,14.743,1.85,13.847,14.071,13.51,15.691,22.241,12.791,15.469,5.04,12.394,15.318,11.283,14.908,1.443,11.249,18.409,6.65,7.373,5.672,9.685,11.259,4.408,13.093,15.789,8.557,3.489,10.413,12.954,21.074,5.757,8.612,11.489,14.204,13.45,13.149,3.669,3.669,0.625,8.13,11.749,5.431,6.258,19.926,10.829,17.011,12.896,9.386,7.373,4.792,14.427,3.669,14.479,14.114,6.65,18.409,4.544,21.168,9.53,9.24,9.617,21.139,4.408,3.904,10.413,13.45,1.252,0.0,9.382,26.518,5.144,17.527,19.736,4.323,4.111,18.495,16.496,14.019,14.019,4.084,15.053,10.812,6.15,13.387,17.527,6.15,7.468,10.812,0.678,24.811,0.0,10.349,14.224,4.111,14.374,16.71,3.839,16.788,1.135,4.111,13.236,1.509,0.0,18.495,1.496,10.549,10.549,5.144,3.839,13.629,15.288,3.839,18.693,18.495,11.899,18.058
Lá Ele Bar,1.35,10.313,8.406,9.284,8.462,4.87,11.346,10.602,14.449,10.453,6.358,5.401,6.706,17.396,23.145,15.64,16.382,9.13,12.419,13.939,5.811,14.613,9.08,11.976,19.313,11.205,12.159,9.128,5.426,4.505,7.864,12.377,14.41,2.156,7.801,10.486,12.659,19.695,9.212,2.211,10.396,5.534,4.78,6.16,7.981,7.981,10.491,13.758,10.656,9.521,9.713,17.266,5.795,18.258,12.92,6.34,12.159,8.882,6.055,7.981,13.104,5.04,11.205,19.313,7.999,19.789,0.624,2.191,13.314,22.043,7.864,8.215,10.486,4.78,8.599,9.382,0.0,20.589,11.713,8.145,13.816,10.096,9.945,8.076,10.576,4.637,4.637,10.735,12.681,2.131,11.451,15.044,8.145,11.451,11.495,2.131,9.816,18.882,10.207,4.051,6.459,9.945,4.396,10.79,8.813,17.125,9.949,9.945,3.854,11.014,10.207,8.076,11.553,12.539,12.539,11.713,8.813,5.718,15.625,8.813,12.764,8.076,3.217,7.638
Leo da Quadra,21.25,12.502,14.594,18.929,22.624,23.922,17.377,17.63,12.562,25.956,25.41,24.453,25.758,7.831,3.983,8.752,6.449,24.633,11.526,7.077,24.863,12.727,24.861,8.574,2.329,17.253,11.624,13.032,24.0,23.557,15.521,13.7,7.514,18.939,19.546,10.858,10.559,8.387,14.015,18.994,15.089,24.586,23.832,25.212,19.657,19.657,25.994,9.467,15.349,25.023,13.345,7.732,24.847,7.408,7.755,23.7,11.624,24.384,19.094,19.657,28.606,24.092,17.253,2.329,15.656,8.482,20.614,19.622,8.508,3.486,15.521,19.892,10.858,23.832,25.846,26.518,20.589,0.0,25.802,23.417,16.228,19.878,14.58,19.55,14.415,25.144,25.144,20.589,13.727,21.057,18.666,8.344,23.417,18.666,13.569,21.057,19.212,4.193,19.602,25.797,29.672,14.58,24.903,16.333,14.811,8.926,19.344,14.58,24.361,19.404,19.602,19.55,25.641,10.524,10.524,25.802,14.811,26.225,7.313,14.811,10.129,19.55,20.408,21.226
Locomotiva’s Bar,9.557,9.998,8.092,7.555,18.638,15.045,10.405,10.613,19.744,4.364,13.202,15.577,12.865,22.691,28.44,20.935,21.677,0.0,17.714,19.234,10.638,19.909,5.997,17.271,24.608,11.07,10.514,8.813,9.04,10.614,7.549,17.673,19.705,10.062,7.544,15.781,17.955,24.99,8.898,10.118,15.691,15.71,14.956,12.504,7.724,7.724,4.62,11.271,15.951,0.474,9.399,22.561,10.184,23.553,18.215,8.741,10.514,0.497,16.313,7.724,8.234,15.216,11.07,24.608,7.685,25.084,8.885,10.746,12.758,27.339,7.549,7.959,15.781,14.956,5.236,5.144,11.713,25.802,0.0,17.275,17.851,9.149,9.06,16.611,14.611,13.768,13.768,9.946,16.725,9.747,10.655,19.088,17.275,10.655,10.61,9.747,5.631,22.926,5.04,8.464,12.339,9.06,12.489,14.825,9.267,21.169,6.01,9.06,12.984,6.384,5.04,16.611,3.952,13.691,13.691,0.0,9.267,11.744,19.669,9.267,16.808,16.611,10.834,16.173
Magnífico Quintal,7.783,15.846,14.956,17.429,0.0,5.314,18.059,17.478,12.181,18.599,6.464,4.266,7.78,20.306,26.055,18.55,19.292,17.275,15.329,16.849,7.688,12.022,17.225,14.886,22.223,17.935,14.783,16.121,7.979,6.933,14.414,11.086,17.32,10.301,15.946,11.847,12.268,22.605,16.206,10.356,8.232,3.061,3.879,8.713,16.126,16.126,18.636,16.382,8.251,17.666,15.595,19.621,7.997,20.265,15.83,8.893,14.783,17.027,3.982,16.126,21.249,6.321,17.935,22.223,14.549,22.699,8.379,9.085,15.938,24.954,14.414,16.361,11.847,3.879,16.744,17.527,8.145,23.417,17.275,0.0,9.811,17.02,14.983,5.638,9.183,3.969,3.969,17.66,11.158,9.055,18.376,17.078,0.0,18.376,14.846,9.055,16.741,20.917,17.132,8.05,6.835,14.983,6.326,8.66,15.189,17.966,16.873,14.983,4.403,17.939,17.132,5.638,18.477,14.574,14.574,18.638,15.189,6.467,19.472,15.189,14.799,5.638,8.443,3.232
Magrelo’s Bar,14.477,11.789,12.046,18.283,9.811,13.553,24.406,14.567,3.639,19.175,15.78,12.505,16.128,8.551,18.866,11.706,12.104,17.851,8.147,9.661,15.234,3.48,18.079,7.705,15.035,24.282,11.206,12.613,17.218,13.928,11.503,2.544,10.131,12.166,13.393,5.305,5.727,15.416,12.25,12.221,4.916,10.884,11.92,15.582,13.13,13.13,19.212,12.324,3.896,18.242,11.538,8.152,15.217,8.796,8.648,16.919,11.206,17.603,6.281,13.13,21.825,14.462,24.282,15.035,11.639,15.511,13.833,12.849,11.88,17.765,11.503,13.365,5.305,11.92,14.23,19.736,13.816,16.228,17.851,9.811,0.0,13.217,11.017,3.351,2.9,12.63,12.63,13.079,2.48,9.534,13.639,9.997,9.354,13.639,9.814,9.534,13.6,13.835,13.991,13.242,15.651,11.017,13.588,3.342,11.224,8.107,13.733,11.017,12.422,13.797,13.991,3.351,18.033,7.8,7.8,18.193,11.224,14.91,7.98,11.224,7.708,3.351,8.736,7.163
Mamute Bar,10.756,4.299,2.2,0.867,17.02,13.428,1.606,1.399,13.572,6.434,14.916,13.96,15.264,14.52,22.516,11.62,18.477,9.149,11.224,10.327,14.37,13.737,3.361,10.079,16.355,2.002,4.79,3.114,12.609,13.064,3.163,12.319,9.749,8.445,1.485,9.639,11.783,10.835,3.033,8.501,10.715,14.092,13.339,14.718,1.595,1.595,4.477,5.273,10.975,9.54,3.734,18.755,14.354,15.84,9.512,12.31,4.79,8.901,13.653,1.595,18.504,13.598,2.002,16.355,2.747,10.929,10.03,9.128,6.223,21.415,3.163,1.83,9.639,13.339,4.075,4.323,10.096,19.878,9.149,17.02,13.217,0.0,2.818,15.45,11.052,14.655,14.655,1.526,22.692,11.449,1.409,17.309,18.163,1.409,4.785,11.449,4.618,16.618,5.436,14.203,18.078,2.818,14.415,11.267,2.546,21.867,4.368,2.818,13.872,3.161,5.436,15.45,6.588,8.872,8.872,9.761,2.546,15.737,20.255,2.546,20.721,15.45,12.535,15.012
Marina’s Bar,10.606,2.325,0.0,3.041,14.983,13.278,3.674,3.092,11.373,7.881,14.766,13.809,15.114,12.321,17.218,9.42,10.447,9.06,9.024,8.354,14.22,11.537,3.809,7.879,13.386,3.549,2.817,1.14,12.52,12.914,0.963,10.119,7.775,8.295,1.61,7.439,9.583,9.744,1.225,8.351,8.515,13.942,13.188,14.568,1.72,1.72,6.028,3.598,8.775,9.451,1.761,16.555,14.203,13.64,9.525,12.221,2.817,8.812,11.453,1.72,17.313,13.448,3.549,13.386,0.548,9.838,9.88,8.978,4.249,16.117,0.963,1.955,7.439,13.188,5.333,4.111,9.945,14.58,9.06,14.983,11.017,2.818,0.0,13.203,8.805,13.044,13.044,2.062,12.238,10.575,2.622,8.636,14.956,2.622,3.083,10.575,4.56,13.861,4.951,12.533,16.408,0.0,12.803,9.02,0.231,13.973,4.692,0.0,12.26,3.317,4.951,13.203,5.888,7.733,7.733,8.092,0.231,14.125,12.473,0.231,11.39,13.203,9.926,12.766
Mineiros Beer,8.736,11.98,13.203,17.042,5.638,9.38,16.306,15.725,6.786,17.934,12.247,8.332,12.595,12.693,22.188,14.187,15.426,16.611,13.916,12.983,11.701,6.627,16.838,13.473,18.356,16.182,10.917,14.368,11.315,10.395,12.661,5.692,13.453,8.072,15.559,6.815,7.236,18.738,14.453,8.212,3.697,6.711,7.747,12.049,15.739,15.739,17.972,12.515,3.501,17.001,11.729,13.275,11.684,13.919,14.417,12.229,10.917,16.362,2.108,15.739,20.584,10.929,16.182,18.356,12.796,18.832,8.01,7.332,12.071,21.087,12.661,15.974,6.815,7.747,17.824,18.495,8.076,19.55,16.611,5.638,3.351,15.45,13.203,0.0,4.499,8.811,8.811,14.016,5.62,7.264,14.575,12.983,5.535,14.575,10.751,7.264,14.537,16.821,14.928,12.25,12.805,11.954,10.848,3.977,12.16,12.4,14.669,11.954,8.603,14.733,14.928,0.0,17.706,13.624,13.624,17.866,12.16,12.017,13.906,12.16,10.703,0.0,6.467,3.344
Mulão,11.236,8.548,8.805,15.042,9.183,13.908,11.908,11.327,3.511,15.934,15.396,14.439,15.744,11.304,17.053,9.548,10.291,14.611,6.32,7.847,14.85,3.351,14.838,5.878,13.221,11.784,7.485,8.891,13.977,13.544,8.262,2.646,8.318,8.925,10.153,2.837,3.258,13.603,9.01,8.981,2.326,10.256,11.293,15.198,9.889,9.889,15.972,9.084,1.239,15.001,8.297,11.167,14.834,12.166,6.821,13.678,7.485,14.362,5.654,9.889,18.584,14.078,11.784,13.221,8.398,13.697,10.592,9.608,8.639,15.952,8.262,10.124,2.837,11.293,10.99,16.496,10.576,14.415,14.611,9.183,2.9,11.052,8.805,4.499,0.0,12.223,12.223,11.255,3.293,9.128,11.815,10.222,8.947,11.815,7.99,9.128,11.776,14.06,12.167,16.364,20.239,9.193,15.47,1.241,9.399,8.956,11.908,9.193,12.016,11.972,12.167,3.915,16.209,7.717,7.717,16.369,9.399,16.792,10.803,9.399,7.942,3.915,8.33,6.757
Nosso Spetim,4.275,14.95,13.044,13.921,3.969,1.654,15.983,15.24,15.457,15.091,3.611,0.606,4.12,22.033,27.782,20.277,21.02,13.768,17.056,18.576,4.05,15.298,13.717,16.613,23.95,15.843,16.796,13.765,4.471,3.225,12.501,14.362,19.047,6.793,12.438,15.123,17.297,24.332,13.85,6.849,11.507,1.511,0.074,5.205,12.618,12.618,15.129,18.395,11.527,14.158,14.351,21.903,4.359,22.895,17.557,5.385,16.796,13.519,7.258,12.618,17.741,2.661,15.843,23.95,12.637,24.426,4.871,6.828,17.951,26.681,12.501,12.853,15.123,0.074,13.236,14.019,4.637,25.144,13.768,3.969,12.63,14.655,13.044,8.811,12.223,0.0,0.0,13.904,13.733,5.299,14.62,18.213,3.953,14.62,14.663,5.299,12.985,22.051,13.376,4.43,3.958,13.114,2.665,11.236,11.982,20.294,13.117,13.114,0.778,14.183,13.376,8.213,14.721,15.708,15.708,14.881,11.982,3.605,18.794,11.982,15.933,8.213,6.101,5.426
O Fino do Alho,4.275,14.95,13.044,13.921,3.969,1.654,15.983,15.24,15.457,15.091,3.611,0.606,4.12,22.033,27.782,20.277,21.02,13.768,17.056,18.576,4.05,15.298,13.717,16.613,23.95,15.843,16.796,13.765,4.471,3.225,12.501,14.362,19.047,6.793,12.438,15.123,17.297,24.332,13.85,6.849,11.507,1.511,0.074,5.205,12.618,12.618,15.129,18.395,11.527,14.158,14.351,21.903,4.359,22.895,17.557,5.385,16.796,13.519,7.258,12.618,17.741,2.661,15.843,23.95,12.637,24.426,4.871,6.828,17.951,26.681,12.501,12.853,15.123,0.074,13.236,14.019,4.637,25.144,13.768,3.969,12.63,14.655,13.044,8.811,12.223,0.0,0.0,13.904,13.733,5.299,14.62,18.213,3.953,14.62,14.663,5.299,12.985,22.051,13.376,4.43,3.958,13.114,2.665,11.236,11.982,20.294,13.117,13.114,0.778,14.183,13.376,8.213,14.721,15.708,15.708,14.881,11.982,3.605,18.794,11.982,15.933,8.213,6.101,5.426
Oratório Bar,11.396,4.156,2.062,1.2,17.66,14.068,2.317,2.11,13.435,5.769,15.556,14.599,15.904,14.383,23.228,11.482,12.278,9.946,11.086,10.184,15.01,13.599,3.123,9.941,17.066,2.713,4.648,2.971,13.406,13.704,3.025,12.181,9.606,9.085,1.659,9.502,11.645,11.546,2.891,9.141,10.577,14.732,13.978,15.358,1.522,1.522,4.346,5.003,10.837,10.337,3.591,18.617,14.993,15.702,9.369,13.107,4.648,9.698,13.515,1.522,19.143,14.238,2.713,17.066,2.61,11.64,10.67,9.768,6.08,22.126,3.025,1.757,9.502,13.978,3.654,4.084,10.735,20.589,9.946,17.66,13.079,1.526,2.062,14.016,11.255,13.904,13.904,0.0,13.4,9.501,3.304,11.733,16.215,3.304,4.559,9.501,3.368,22.144,3.758,12.255,16.13,2.031,12.467,10.637,1.759,15.135,3.356,2.031,11.924,2.768,3.758,15.828,5.17,8.895,8.895,7.814,1.759,13.789,13.635,1.759,12.553,15.828,10.588,15.391
Parada 10.95 Bar,13.342,10.663,12.238,14.955,11.158,16.014,21.905,22.158,1.188,17.016,17.502,13.853,17.85,7.232,16.365,8.86,9.603,16.725,5.646,7.16,16.956,1.029,14.752,5.204,12.534,21.781,8.705,10.112,16.092,15.65,11.695,0.0,7.63,11.031,13.131,3.458,4.905,12.915,11.942,11.087,5.334,12.231,13.268,17.304,13.31,13.31,18.086,11.199,3.579,17.116,10.425,6.834,16.939,7.478,6.147,15.792,8.705,16.476,7.628,13.31,20.699,16.184,21.781,12.534,11.831,13.01,12.706,11.714,10.754,15.264,11.695,13.545,3.458,13.268,14.468,15.053,12.681,13.727,16.725,11.158,2.48,22.692,12.238,5.62,3.293,13.733,13.733,13.4,0.0,11.266,14.414,8.155,11.086,14.414,9.848,11.266,12.702,11.993,13.093,17.668,21.543,10.119,16.774,3.38,10.325,5.771,12.834,10.119,14.155,12.898,13.093,5.692,17.512,5.427,5.427,17.673,10.325,18.096,5.644,10.325,5.849,5.692,10.469,8.895
Parada do Sabor,2.791,11.743,10.575,10.714,9.055,5.463,12.776,12.033,14.999,11.07,6.951,5.994,7.299,17.946,23.695,16.19,16.933,9.747,12.969,14.489,6.405,15.164,10.511,12.526,19.863,12.636,12.71,10.558,6.019,5.099,10.033,11.266,14.96,1.713,9.232,11.036,13.21,20.245,10.643,1.706,6.437,6.127,5.373,6.753,9.411,9.411,11.108,14.309,8.431,10.138,11.144,17.816,6.389,18.808,13.47,6.933,12.71,9.499,5.711,9.411,13.721,5.633,12.636,19.863,10.168,20.339,2.065,0.0,13.864,22.594,10.033,9.646,11.036,5.373,10.96,10.812,2.131,21.057,9.747,9.055,9.534,11.449,10.575,7.264,9.128,5.299,5.299,9.501,11.266,0.0,10.484,14.077,9.085,10.484,10.528,0.0,8.849,17.915,9.24,6.242,8.65,8.978,6.587,9.823,7.846,16.158,8.981,8.978,6.045,10.047,9.24,7.332,10.585,11.572,11.572,10.746,7.846,7.909,14.658,7.846,11.797,7.332,2.474,6.894
Pé de Cana,12.112,4.128,2.622,2.095,18.376,14.784,0.0,1.05,13.276,7.265,16.272,15.315,16.62,13.334,21.304,11.324,17.264,10.655,10.939,10.157,15.726,13.441,4.734,9.794,15.142,0.789,4.62,3.815,14.122,14.42,3.585,14.414,9.578,9.801,2.636,11.786,11.487,9.622,4.029,9.857,11.137,15.448,14.694,16.074,2.823,2.823,6.534,4.634,11.397,11.046,3.939,14.521,15.709,14.197,9.342,13.823,4.62,9.962,14.075,2.823,19.859,14.954,0.789,15.142,3.17,9.717,11.386,10.484,6.052,20.203,3.585,3.058,11.786,14.694,5.231,6.15,11.451,18.666,10.655,18.376,13.639,1.409,2.622,14.575,11.815,14.62,14.62,3.304,14.414,10.484,0.0,16.522,18.059,0.0,5.035,12.776,5.587,15.831,6.044,15.53,19.405,3.674,15.742,12.123,3.402,21.08,5.523,3.674,15.2,4.317,6.044,16.306,7.197,9.122,9.122,10.405,3.402,17.064,19.468,3.402,19.934,16.306,13.03,15.869
Pé de Goiaba,15.704,6.544,8.636,10.167,17.078,18.376,16.522,16.774,7.017,15.35,19.865,18.908,20.213,4.954,10.982,3.207,2.358,19.088,0.0,1.776,19.318,7.181,13.085,2.616,7.15,16.397,5.666,7.074,18.454,18.012,10.029,8.155,2.247,13.393,11.464,5.313,5.013,7.532,8.057,13.449,9.544,19.041,18.287,19.667,9.633,9.633,20.449,7.744,9.804,19.478,7.387,6.14,19.302,5.816,0.629,18.155,5.666,18.839,13.549,9.633,23.061,18.547,16.397,7.15,10.164,7.626,15.069,14.077,6.41,9.881,10.029,9.867,5.313,18.287,12.802,13.387,15.044,8.344,19.088,17.078,9.997,17.309,8.636,12.983,10.222,18.213,18.213,11.733,8.155,14.077,16.522,0.0,15.329,10.939,6.361,12.969,12.004,9.819,12.394,17.709,21.584,9.024,16.815,8.245,9.23,7.284,12.136,9.024,16.273,12.197,12.394,13.916,17.554,2.444,2.444,17.714,9.23,18.137,5.784,9.23,3.675,13.916,12.32,13.138
Planeta Lúpulo,7.783,15.846,14.956,17.429,0.0,5.314,18.059,17.478,12.181,18.599,6.464,4.266,7.78,20.306,26.055,18.55,19.292,17.275,15.329,16.849,7.688,12.022,17.225,14.886,22.223,17.935,14.783,16.121,7.979,6.933,14.414,11.086,17.32,10.301,15.946,11.847,12.268,22.605,16.206,10.356,8.232,3.061,3.879,8.713,16.126,16.126,18.636,16.382,8.251,17.666,15.595,19.621,7.997,20.265,15.83,8.893,14.783,17.027,3.982,16.126,21.249,6.321,17.935,22.223,14.549,22.699,8.379,9.085,15.938,24.954,14.414,16.361,11.847,3.879,16.744,17.527,8.145,23.417,17.275,0.0,9.354,18.163,14.956,5.535,8.947,3.953,3.953,16.215,11.086,9.085,18.059,15.329,0.0,18.376,14.846,9.055,16.741,20.917,17.132,8.05,6.835,14.983,6.326,8.66,15.189,17.966,16.873,14.983,4.403,17.939,17.132,5.638,18.477,14.574,14.574,18.638,15.189,6.467,19.472,15.189,14.799,5.638,8.443,3.232
PoiZé Bar e Petisqueira,12.112,4.128,2.622,2.095,18.376,14.784,0.0,1.05,13.276,7.265,16.272,15.315,16.62,13.334,21.304,11.324,17.264,10.655,10.939,10.157,15.726,13.441,4.734,9.794,15.142,0.789,4.62,3.815,14.122,14.42,3.585,14.414,9.578,9.801,2.636,11.786,11.487,9.622,4.029,9.857,11.137,15.448,14.694,16.074,2.823,2.823,6.534,4.634,11.397,11.046,3.939,14.521,15.709,14.197,9.342,13.823,4.62,9.962,14.075,2.823,19.859,14.954,0.789,15.142,3.17,9.717,11.386,10.484,6.052,20.203,3.585,3.058,11.786,14.694,5.231,6.15,11.451,18.666,10.655,18.376,13.639,1.409,2.622,14.575,11.815,14.62,14.62,3.304,14.414,10.484,0.0,10.939,18.376,0.0,5.035,12.776,5.587,15.831,6.044,15.53,19.405,3.674,15.742,12.123,3.402,21.08,5.523,3.674,15.2,4.317,6.044,16.306,7.197,9.122,9.122,10.405,3.402,17.064,19.468,3.402,19.934,16.306,13.03,15.869
Prado Beer,12.155,1.24,3.083,4.614,14.846,14.827,5.035,4.453,8.709,9.431,16.316,15.359,16.664,9.657,16.207,6.757,9.435,10.61,6.361,7.87,15.769,8.874,7.166,5.216,12.375,4.91,0.0,1.52,14.069,14.463,3.45,9.848,6.3,9.844,3.969,7.22,6.92,7.793,2.503,9.9,7.312,15.492,14.738,16.118,4.079,4.079,7.577,2.523,7.572,11.0,1.834,13.892,15.753,10.977,6.862,13.77,0.0,10.361,11.317,4.079,18.863,14.998,4.91,12.375,3.035,7.888,11.429,10.528,2.079,15.106,3.45,4.314,7.22,14.738,6.883,7.468,11.495,13.569,10.61,14.846,9.814,4.785,3.083,10.751,7.99,14.663,14.663,4.559,9.848,10.528,5.035,6.361,14.846,5.035,0.0,12.71,6.983,10.891,7.373,14.956,18.831,2.817,16.556,7.699,3.048,10.44,7.115,2.817,16.013,6.134,7.373,10.917,8.311,4.2,4.2,10.514,3.048,17.877,8.94,3.048,7.858,10.917,12.061,12.592
Prosa Boa,2.791,11.743,10.575,10.714,9.055,5.463,12.776,12.033,14.999,11.07,6.951,5.994,7.299,17.946,23.695,16.19,16.933,9.747,12.969,14.489,6.405,15.164,10.511,12.526,19.863,12.636,12.71,10.558,6.019,5.099,10.033,11.266,14.96,1.713,9.232,11.036,13.21,20.245,10.643,1.706,6.437,6.127,5.373,6.753,9.411,9.411,11.108,14.309,8.431,10.138,11.144,17.816,6.389,18.808,13.47,6.933,12.71,9.499,5.711,9.411,13.721,5.633,12.636,19.863,10.168,20.339,2.065,0.0,13.864,22.594,10.033,9.646,11.036,5.373,10.96,10.812,2.131,21.057,9.747,9.055,9.534,11.449,10.575,7.264,9.128,5.299,5.299,9.501,11.266,0.0,12.776,12.969,9.055,12.776,12.71,0.0,8.849,17.915,9.24,6.242,8.65,8.978,6.587,9.823,7.846,16.158,8.981,8.978,6.045,10.047,9.24,7.332,10.585,11.572,11.572,10.746,7.846,7.909,14.658,7.846,11.797,7.332,2.474,6.894
Quinteiro Bar e Restaurante,9.982,6.467,4.56,3.526,16.741,13.149,5.587,5.255,14.353,1.703,13.628,13.68,13.291,15.3,21.85,12.4,15.078,5.631,12.004,14.928,11.063,14.517,1.264,10.859,18.018,6.194,6.983,5.282,9.466,11.04,4.017,12.702,15.398,8.166,3.099,10.023,12.563,20.683,5.366,8.222,11.098,13.813,13.059,12.93,3.278,3.278,0.545,7.739,11.358,6.021,5.867,19.535,10.609,16.62,12.505,9.167,6.983,5.382,14.037,3.278,14.259,13.319,6.194,18.018,4.153,20.777,9.31,8.849,9.227,20.749,4.017,3.513,10.023,13.059,0.861,0.678,9.816,19.212,5.631,16.741,13.6,4.618,4.56,14.537,11.776,12.985,12.985,3.368,12.702,8.849,5.587,12.004,16.741,5.587,6.983,8.849,0.0,23.032,0.589,10.229,14.104,3.688,14.254,12.204,3.416,16.365,0.577,3.688,12.812,1.379,0.589,16.717,1.861,10.125,10.125,5.192,3.416,13.509,14.865,3.416,13.783,16.717,11.476,16.279
